workload,TRH-D,TREF_Freq,QPRAC,MINT,PrISM
tpch17,500,1,0.7319921500930687,0.997565866974284,1.0
tpch17,500,2,0.7319921500930687,0.9462959849126471,0.9996596799400319
tpch17,500,4,0.7319921500930687,0.9158731020946081,0.989668906074599
tpch17,500,8,0.7319921500930687,0.9141332549382275,0.9742796306404675
tpch17,500,0,0.7310572462656171,0.895161483223003,0.9591628165594445
tpch17,1000,2,0.7319921500930687,0.9989134275646242,1.0
tpch2,250,2,0.7548418260867997,0.8373107233827977,0.9883102482860859
tpch2,500,1,0.7548418260867997,0.9928046838194459,1.0
tpch2,500,2,0.7548418260867997,0.942044279667004,1.0
tpch2,500,4,0.7548418260867997,0.91575469933064,0.9820096023397297
tpch2,500,8,0.7548418260867997,0.9008145791444147,0.9625429306686335
tpch2,500,0,0.7557245328730294,0.8887889322639356,0.9472439690977483
tpch2,1000,2,0.7548418260867997,0.9970508574238289,1.0
tpch6,250,2,0.8653219283245402,0.9261973930261147,0.9885701939983754
tpch6,500,1,0.8653219283245402,0.9922899085758924,1.0
tpch6,500,2,0.8653219283245402,0.9632266182777107,1.0
tpch6,500,4,0.8653219283245402,0.9502722275553982,0.9753965567709515
tpch6,500,8,0.8653219283245402,0.9352385885435066,0.980199891387424
tpch6,500,0,0.8653219283245402,0.9362653248222041,0.9717200598004386
tpch6,1000,2,0.8653219283245402,0.987379356891539,1.0
wc_8443,250,2,0.783566323567957,0.8730674698328428,0.9840028389831057
wc_8443,500,1,0.783566323567957,0.9997661075936894,1.0
wc_8443,500,2,0.783566323567957,0.9657612937451666,1.0
wc_8443,500,4,0.783566323567957,0.9365722509417471,0.9951569655467234
wc_8443,500,8,0.783566323567957,0.9227007726202643,0.9799478813880932
wc_8443,500,0,0.783566323567957,0.9081685750236292,0.9638012761291538
wc_8443,1000,2,0.783566323567957,1.0,1.0
wc_map0,250,2,0.784175593369337,0.8733382393382727,0.9837791790578274
wc_map0,500,1,0.784175593369337,1.0,1.0
wc_map0,500,2,0.784175593369337,0.9656896645714692,1.0
wc_map0,500,4,0.784175593369337,0.9373086456172806,0.9956118018930615
wc_map0,500,8,0.784175593369337,0.9228275644689597,0.9796564403690442
wc_map0,500,0,0.784175593369337,0.9079579286292933,0.9640769640624127
wc_map0,1000,2,0.784175593369337,1.0,1.0
ycsb_abgsave,250,2,0.9166061271178725,0.9282079604246922,0.9953622627506483
ycsb_abgsave,500,1,0.9166061271178725,0.9999733841149805,1.0
ycsb_abgsave,500,2,0.9166061271178725,0.9947041734792721,1.0
ycsb_abgsave,500,4,0.9166061271178725,0.9711769839569566,0.9994503312171004
ycsb_abgsave,500,8,0.9166061271178725,0.9621258958351019,0.9890813485801442
ycsb_abgsave,500,0,0.9166061271178725,0.9515822220681144,0.9803511974168929
ycsb_abgsave,1000,2,0.9166061271178725,0.999617726796715,1.0
ycsb_aserver,250,2,0.8096183998496381,0.8556608992369702,0.9902918508941057
ycsb_aserver,500,1,0.8096183998496381,1.0,1.0
ycsb_aserver,500,2,0.8096183998496381,0.9556502449648272,1.0
ycsb_aserver,500,4,0.8096183998496381,0.9264171802646126,0.9859439941122891
ycsb_aserver,500,8,0.8096183998496381,0.9138958467653878,0.9745647375148362
ycsb_aserver,500,0,0.8096943185404164,0.9021727053060205,0.9608572282573488
ycsb_aserver,1000,2,0.8096183998496381,1.0,1.0
ycsb_bserver,250,2,0.7951486535621659,0.8734687219979567,0.9687411126507729
ycsb_bserver,500,1,0.7951486535621659,1.0,1.0
ycsb_bserver,500,2,0.7951486535621659,0.9610038846008232,1.0
ycsb_bserver,500,4,0.7951486535621659,0.9358539546853119,0.9923527419025236
ycsb_bserver,500,8,0.7951486535621659,0.9248135042464164,0.9789197558526281
ycsb_bserver,500,0,0.794569443368437,0.913098586968633,0.9668561313712692
ycsb_bserver,1000,2,0.7951486535621659,1.0,1.0
ycsb_cserver,250,2,0.7970018292888895,0.8736723015844962,0.9698700193072827
ycsb_cserver,500,1,0.7970018292888895,1.0,1.0
ycsb_cserver,500,2,0.7970018292888895,0.9637157414023574,0.9999770165146848
ycsb_cserver,500,4,0.7970018292888895,0.9379739656357504,0.9943606930177018
ycsb_cserver,500,8,0.7970018292888895,0.9265065732048464,0.9792399662818605
ycsb_cserver,500,0,0.7970018292888895,0.9161872033893003,0.9702653785387174
ycsb_cserver,1000,2,0.7970018292888895,1.0,1.0
ycsb_dserver,250,2,0.8477343511758865,0.9035846174431235,0.9974131545784459
ycsb_dserver,500,1,0.8477343511758865,1.0,1.0
ycsb_dserver,500,2,0.8477343511758865,0.9783341141889765,0.9995971580298791
ycsb_dserver,500,4,0.8477343511758865,0.9554851308569843,0.9976253352594493
ycsb_dserver,500,8,0.8477343511758865,0.9472755835336611,0.9862187849636855
ycsb_dserver,500,0,0.8477343511758865,0.9341247042512272,0.9731018480250805
ycsb_dserver,1000,2,0.8477343511758865,1.0,1.0
ycsb_eserver,250,2,0.7992340464556221,0.8556470338137484,0.9738572921765156
ycsb_eserver,500,1,0.7992340464556221,0.9998487727444703,1.0
ycsb_eserver,500,2,0.7992340464556221,0.9569732850950622,0.999094981749449
ycsb_eserver,500,4,0.7992340464556221,0.9333685050142181,0.9918249630216914
ycsb_eserver,500,8,0.7992340464556221,0.9175341858853655,0.9768244957736798
